32|e9:52:51:3e:d8:ff|-79|-45.0|9.355|151.0|12.0|1490961525
33|22:d4:96:80:cc:ef|-90|-44.99|9.36|135.0|6.0|1490968967
34|1c:90:23:cd:4b:e6|-77|-44.98|9.36|143.0|4.0|1490965016
35|1f:eb:ef:3d:01:98|-83|-44.98|9.34|140.0|8.0|1490952774
36|c8:06:87:e2:10:20|-87|-44.96|9.36|149.0|12.0|1490968859
37|1a:ca:af:fc:ec:3d|-81|-44.95|9.355|149.0|12.0|1490954060
38|83:31:df:24:b6:1b|-74|-44.95|9.345|133.0|8.0|1490962748
39|1f:ab:34:8f:1d:a2|-79|-44.96|9.34|136.0|6.0|1490965409
40|86:12:a5:d3:36:4d|-89|-44.98|9.355|149.0|8.0|1490952396
41|34:6f:52:c6:8b:75|-83|-44.97|9.34|147.0|6.0|1490956879
42|2f:71:9f:68:d1:7d|-85|-44.98|9.35|130.0|6.0|1490969085
43|6b:09:50:97:c8:66|-71|-45.0|9.46|136.0|4.0|1490961586
44|fa:27:f1:9e:e1:04|-78|-45.0|9.45|134.0|8.0|1490959388
45|71:54:ac:9d:8b:81|-76|-44.99|9.445|135.0|16.0|1490966172
46|a7:10:c7:e2:57:75|-86|-44.98|9.44|151.0|8.0|1490966176
47|ad:b8:18:9b:c9:3d|-85|-44.96|9.46|134.0|6.0|1490959042
48|dd:6e:b1:b6:00:9c|-94|-44.96|9.45|149.0|8.0|1490968086
49|53:02:e1:91:bd:84|-85|-44.97|9.445|144.0|8.0|1490960849
50|f1:ab:1b:a3:00:4a|-86|-44.997|9.445|135.0|12.0|1490956087
51|9d:25:48:04:c3:5f|-76|-44.963|9.445|134.0|12.0|1490959178
52|da:88:e7:62:38:10|-80|-44.977|9.443|147.0|6.0|1490960110
53|67:89:df:50:29:4b|-87|-44.983|9.443|148.0|6.0|1490959418
54|b4:3d:f2:f1:5b:07|-92|-45.0|9.54|142.0|6.0|1490951776
55|e2:cd:f6:23:e9:6e|-85|-44.99|9.54|140.0|8.0|1490962184
56|ff:2e:a8:55:d6:57|-79|-44.98|9.54|150.0|4.0|1490957323
57|45:bd:fc:fb:d4:ac|-80|-44.98|9.545|151.0|16.0|1490958118
58|4b:bf:33:8a:37:ea|-70|-44.98|9.55|138.0|12.0|1490969095
59|19:b8:4c:a9:c2:36|-95|-44.97|9.54|144.0|6.0|1490964670
60|a6:24:1e:ea:2f:73|-88|-44.96|9.54|151.0|6.0|1490954796
61|a2:dd:60:d1:49:b0|-92|-44.96|9.55|146.0|6.0|1490957054
62|57:96:fd:30:67:39|-73|-44.96|9.56|147.0|6.0|1490968587
63|ae:df:f3:92:5f:bd|-79|-44.99|9.64|148.0|8.0|1490964398
64|ac:d4:79:30:b4:ff|-70|-45.0|9.645|130.0|8.0|1490951891
65|34:47:42:a8:50:9a|-84|-45.0|9.655|137.0|12.0|1490951604
66|4c:e5:a4:46:82:b7|-72|-44.99|9.66|144.0|6.0|1490958194
67|cb:39:8f:e1:f6:a7|-94|-44.98|9.66|130.0|16.0|1490965995
68|85:2d:72:a9:4f:e3|-83|-44.98|9.64|140.0|6.0|1490963773
69|e0:de:53:d7:40:dd|-71|-44.96|9.66|140.0|6.0|1490965604
70|52:86:d1:fc:64:4b|-75|-44.95|9.655|147.0|4.0|1490967394
71|23:d3:31:ad:c6:ee|-85|-44.95|9.645|138.0|12.0|1490967462
72|71:88:9d:76:69:a8|-82|-44.96|9.64|150.0|12.0|1490965913
73|9a:94:e1:f7:7e:16|-70|-44.97|9.66|145.0|12.0|1490965973
74|23:26:99:33:bf:d6|-72|-44.97|9.64|135.0|12.0|1490967167
75|a3:a3:09:94:15:5d|-77|-44.99|9.74|132.0|8.0|1490951545
76|0c:de:0a:d9:2c:b3|-87|-45.0|9.745|145.0|6.0|1490955568
77|a2:de:bd:cd:2a:b4|-72|-45.0|9.755|135.0|16.0|1490952342
78|07:24:85:0b:28:6f|-84|-44.99|9.76|139.0|16.0|1490961033
79|f1:88:00:26:c0:28|-88|-44.98|9.76|143.0|8.0|1490960759
80|13:54:f2:cf:71:5a|-81|-44.98|9.74|150.0|4.0|1490956121
81|b1:42:87:f2:cc:74|-95|-44.96|9.76|137.0|8.0|1490958204
82|b8:b3:2b:de:3e:89|-73|-44.95|9.76|136.0|12.0|1490956155
83|f6:55:4b:4b:60:bc|-74|-44.95|9.74|145.0|4.0|1490957562
84|87:f1:a5:80:9f:c1|-79|-44.96|9.74|139.0|12.0|1490963864
85|85:89:9a:34:15:35|-87|-44.97|9.76|139.0|8.0|1490952150
86|e6:5a:54:d4:11:4e|-78|-44.97|9.74|137.0|6.0|1490953652
87|f5:21:37:47:4d:66|-85|-45.0|9.84|145.0|6.0|1490968054
88|e6:3d:e8:de:6f:13|-86|-44.99|9.84|135.0|6.0|1490956223
89|bd:85:e5:ec:de:53|-81|-44.98|9.84|149.0|12.0|1490969040
90|6f:92:1d:96:9c:cd|-91|-44.97|9.84|143.0|4.0|1490961940
91|ba:f5:64:ef:f0:24|-79|-44.96|9.84|138.0|16.0|1490960429
92|84:00:e0:d5:4d:42|-87|-44.95|9.84|150.0|12.0|1490964775
93|59:31:b0:57:3c:5c|-87|-45.0|9.86|133.0|8.0|1490954190
94|2e:9f:61:f0:85:47|-84|-44.99|9.86|145.0|12.0|1490968493
95|4f:43:bf:86:45:30|-75|-44.98|9.86|148.0|4.0|1490956243
96|c1:d2:8a:78:ee:bc|-76|-44.97|9.86|141.0|6.0|1490962040
97|93:14:2a:21:ff:74|-78|-44.96|9.86|147.0|12.0|1490961684
98|aa:81:0a:d0:19:7d|-74|-44.95|9.86|141.0|12.0|1490951858
99|dc:f4:26:9b:45:1a|-77|-44.97|9.8466|139.0|6.0|1490960090
100|28:3a:25:75:05:b2|-86|-44.975|9.85|130.0|8.0|1490953178
101|c0:35:41:a8:7d:dd|-78|-44.98|9.8533|151.0|8.0|1490954529
102|11:43:a3:be:6f:33|-95|-44.96|9.8433|134.0|12.0|1490955056
103|54:c7:76:d6:7d:3f|-93|-44.99|9.8566|142.0|12.0|1490964985
104|e8:1f:a7:37:c4:c5|-83|-45.0|9.94|150.0|16.0|1490955780
105|20:54:1d:68:a2:27|-95|-45.0|9.95|134.0|12.0|1490955481
106|24:5b:94:42:f4:e4|-92|-44.99|9.96|131.0|6.0|1490953169
107|ab:eb:47:e2:e8:16|-89|-44.99|9.94|137.0|4.0|1490962043
108|ee:a3:08:b7:d1:00|-86|-44.98|9.94|130.0|16.0|1490951763
109|7f:a3:06:c1:58:86|-89|-44.98|9.96|130.0|8.0|1490961186
110|eb:d6:e9:69:e4:d2|-88|-44.97|9.94|131.0|12.0|1490961395
111|0c:cf:a1:c4:ab:6f|-88|-44.96|9.94|145.0|6.0|1490963790
112|d0:39:06:94:25:ad|-81|-44.96|9.95|147.0|4.0|1490951331
113|54:00:88:e6:7c:30|-90|-44.97|9.96|136.0|12.0|1490959773
114|7c:7b:d1:c2:1d:00|-93|-44.997|9.955|140.0|6.0|1490951876
115|bb:8d:83:bf:e1:b7|-77|-44.963|9.955|135.0|12.0|1490966952
116|ac:21:81:52:57:09|-82|-45.0|10.04|141.0|16.0|1490961720
117|d4:ab:2f:bd:bb:fb|-73|-45.0|10.045|134.0|4.0|1490953365
118|f1:9b:76:d7:d6:0b|-94|-45.0|10.05|139.0|12.0|1490961671
119|21:ba:b1:ba:31:4b|-79|-45.0|10.055|135.0|8.0|1490962543
120|09:03:f3:d8:26:1c|-81|-45.0|10.06|131.0|6.0|1490961072
121|ca:9d:6c:72:84:fd|-73|-45.0|10.14|138.0|6.0|1490955623
122|58:f2:63:8a:4f:ef|-72|-44.99|10.14|150.0|12.0|1490958497
123|cb:a5:68:6b:5b:27|-75|-44.98|10.14|151.0|4.0|1490952640
124|ab:30:e2:b4:3c:db|-73|-44.97|10.14|143.0|8.0|1490965983
125|2c:44:fe:d5:b8:d3|-91|-44.96|10.14|130.0|4.0|1490963282
126|fb:24:51:41:3c:e3|-74|-44.95|10.14|135.0|12.0|1490963724
127|db:d5:e8:39:83:78|-84|-45.0|10.16|130.0|6.0|1490956933
128|30:76:e0:2a:e7:e5|-89|-44.99|10.16|146.0|4.0|1490957663
129|3f:f2:10:42:de:d5|-84|-44.98|10.16|147.0|4.0|1490968937
130|03:9b:64:73:eb:fc|-81|-44.97|10.16|141.0|12.0|1490960071
131|c7:f0:13:05:52:d1|-84|-44.96|10.16|142.0|6.0|1490960316
132|0c:39:d5:37:23:36|-86|-44.95|10.16|131.0|16.0|1490968037
133|5b:c8:ce:ae:8d:88|-75|-44.97|10.1466|144.0|4.0|1490961757
134|e6:bf:e9:c5:d0:d7|-83|-44.975|10.15|130.0|12.0|1490957926
135|6e:8b:dd:a5:25:57|-78|-44.97|10.1533|143.0|4.0|1490960937
136|3b:0c:09:63:38:80|-95|-44.96|10.1433|149.0|12.0|1490968694
137|3a:70:a6:6f:e2:62|-86|-44.96|10.1566|132.0|16.0|1490957190
138|eb:20:4b:4f:72:9a|-90|-44.99|10.24|147.0|16.0|1490952502
139|25:1b:60:3c:07:49|-92|-45.0|10.245|139.0|8.0|1490955839
140|de:87:36:ae:e6:27|-79|-45.0|10.255|141.0|12.0|1490957044
141|bb:8d:51:f3:6d:a8|-80|-44.99|10.26|151.0|8.0|1490962514
142|bb:51:04:0f:1e:4e|-79|-44.98|10.255|133.0|6.0|1490960199
143|9b:28:26:3c:45:b2|-73|-44.975|10.245|151.0|6.0|1490967215
144|46:35:61:64:ad:b8|-94|-44.97|10.255|133.0|8.0|1490954209
145|2b:81:36:45:16:34|-82|-44.96|10.26|148.0|16.0|1490961087
146|60:44:c9:2c:75:47|-81|-44.95|10.255|134.0|6.0|1490959452
147|df:65:53:80:37:94|-77|-44.95|10.245|149.0|16.0|1490955125
148|8c:c8:a4:93:60:d7|-83|-44.96|10.24|142.0|6.0|1490962649
149|7f:a3:53:c1:c0:67|-90|-45.0|10.34|150.0|6.0|1490967363
150|11:12:7e:bc:47:aa|-89|-45.0|10.345|138.0|16.0|1490960997
151|73:8f:67:b4:dc:68|-70|-45.0|10.35|131.0|8.0|1490957392
152|67:8f:8a:db:c5:7c|-82|-45.0|10.355|130.0|16.0|1490960613
153|6a:2f:5f:e8:a4:bf|-79|-45.0|10.36|141.0|4.0|1490959247
154|16:2c:1a:82:30:da|-85|-45.0|10.45|137.0|8.0|1490952089
155|79:92:f0:e1:6f:30|-90|-45.0|10.44|136.0|4.0|1490955944
156|6a:f9:78:3d:e1:09|-93|-45.0|10.46|147.0|4.0|1490967558
157|6c:e3:70:47:97:75|-82|-44.99|10.445|135.0|12.0|1490965505
158|6b:08:8a:9b:8b:83|-83|-44.9825|10.45|145.0|16.0|1490966117
159|96:00:bc:b5:8e:24|-81|-44.975|10.455|137.0|8.0|1490961565
160|b0:42:39:85:31:fb|-74|-44.968|10.46|135.0|6.0|1490962764
161|40:a4:a9:6f:25:0b|-71|-44.963|10.46|130.0|16.0|1490959167
162|05:d4:94:97:ab:f3|-85|-44.955|10.453|143.0|12.0|1490951983
163|fd:08:be:43:f6:0e|-76|-44.955|10.447|142.0|12.0|1490955466
164|a0:96:a3:bd:47:4a|-89|-44.965|10.44|151.0|8.0|1490953037
165|a8:3f:ec:85:c4:5d|-76|-44.99|10.54|131.0|6.0|1490963708
166|5c:73:9b:9d:53:14|-71|-45.0|10.545|142.0|16.0|1490959254
167|7d:d9:b3:99:6a:86|-77|-45.0|10.555|148.0|8.0|1490955140
168|b5:5c:50:ca:8d:ba|-79|-44.99|10.56|151.0|12.0|1490951819
169|a6:90:70:17:d4:e8|-84|-44.98|10.56|136.0|4.0|1490964319
170|6a:b5:c8:8a:db:f8|-80|-44.98|10.54|134.0|16.0|1490968288
171|65:03:64:ed:98:77|-86|-44.96|10.56|131.0|12.0|1490955549
172|81:4e:ca:42:60:73|-72|-44.95|10.555|139.0|6.0|1490952626
173|30:33:a7:a1:03:34|-74|-44.95|10.545|139.0|8.0|1490967232
174|b2:d4:28:c6:5e:a6|-91|-44.96|10.54|136.0|16.0|1490956820
175|c4:f7:56:bc:9d:d5|-88|-44.97|10.56|145.0|4.0|1490951523
176|b6:a6:d0:31:90:64|-88|-44.97|10.54|142.0|16.0|1490968848
177|81:b6:65:cd:cb:a5|-73|-44.99|10.64|142.0|16.0|1490960863
178|fa:4b:f8:fb:79:d7|-86|-45.0|10.645|130.0|12.0|1490957078
179|79:13:ca:c9:d5:0c|-71|-45.0|10.655|141.0|8.0|1490953419
180|b6:14:ac:8e:67:2f|-90|-44.99|10.66|149.0|4.0|1490951416
181|9c:18:10:ea:21:24|-78|-44.98|10.64|135.0|12.0|1490967024
182|40:a0:b7:11:8f:d3|-73|-44.96|10.66|139.0|6.0|1490951934
183|b8:be:77:e0:7a:82|-90|-44.95|10.655|148.0|8.0|1490955150
184|aa:e0:34:cb:fd:c3|-90|-44.95|10.645|143.0|8.0|1490960511
185|a7:29:35:3a:9f:61|-83|-44.96|10.64|133.0|12.0|1490959696
186|ec:a1:a6:78:4c:3a|-94|-44.97|10.64|137.0|16.0|1490952119
187|38:ae:87:c4:31:27|-94|-44.99|10.74|132.0|16.0|1490964112
188|4c:5e:e8:ba:39:7d|-87|-45.0|10.745|149.0|6.0|1490960531
189|48:93:a4:a7:13:8a|-94|-45.0|10.755|133.0|4.0|1490961837
190|dc:ad:e0:cc:92:a1|-82|-44.99|10.76|151.0|4.0|1490959493
191|52:08:52:35:fa:b7|-77|-44.982|10.755|148.0|12.0|1490968498
192|54:e9:d3:81:6a:39|-92|-44.975|10.75|134.0|12.0|1490953870
193|3c:de:60:9c:4f:e9|-87|-44.968|10.755|134.0|6.0|1490960011
194|f0:24:39:75:f5:07|-95|-44.96|10.76|139.0|6.0|1490954619
195|b6:07:64:96:67:3c|-78|-44.95|10.755|144.0|6.0|1490954509
196|e6:37:2e:76:aa:a8|-91|-44.95|10.745|147.0|12.0|1490966896
197|3e:ae:09:28:49:fe|-84|-44.96|10.74|138.0|16.0|1490960205
198|e5:31:73:e3:53:ee|-83|-44.982|10.745|147.0|8.0|1490960176
199|e2:0c:61:73:0a:db|-90|-44.968|10.745|139.0|16.0|1490960854
200|12:c4:9b:91:1a:19|-70|-44.99|10.84|135.0|16.0|1490956839
201|e8:75:0a:67:a4:bc|-90|-45.0|10.845|150.0|12.0|1490952179
202|de:9f:89:bb:96:19|-84|-45.0|10.855|149.0|4.0|1490953705
203|f8:df:5b:2b:1b:fc|-75|-44.99|10.86|149.0|6.0|1490968919
204|25:bc:37:5a:05:d1|-92|-44.98|10.86|130.0|4.0|1490955498
205|d4:d6:a3:05:bf:4f|-70|-44.98|10.84|141.0|12.0|1490961717
206|fa:75:11:a1:2d:85|-78|-44.96|10.86|143.0|4.0|1490955074
207|91:4f:e8:b1:b4:10|-91|-44.95|10.855|151.0|8.0|1490958548
208|4c:f6:b3:04:57:56|-73|-44.95|10.845|144.0|16.0|1490962542
209|ed:d0:0d:e0:67:53|-92|-44.96|10.84|146.0|8.0|1490963109
210|5c:f8:0a:57:46:94|-75|-44.978|10.85|134.0|8.0|1490956240
211|ca:98:97:12:8e:e7|-71|-44.97|10.84|142.0|4.0|1490962059
212|2b:01:44:cb:f4:69|-72|-44.99|10.94|144.0|6.0|1490957279
213|78:c7:66:d6:f2:fb|-89|-45.0|10.945|146.0|12.0|1490965743
214|f5:6d:7a:63:24:96|-89|-45.0|10.955|150.0|8.0|1490967064
215|2d:18:db:cb:6c:64|-93|-44.99|10.96|143.0|8.0|1490953266
216|00:fd:6e:c1:e1:7d|-76|-44.98|10.96|136.0|6.0|1490961869
217|05:a4:67:9e:8a:61|-75|-44.98|10.94|132.0|6.0|1490966054
218|7e:b4:a9:75:0b:fc|-71|-44.96|10.96|144.0|12.0|1490957867
219|3f:c8:25:5a:53:b7|-80|-44.95|10.955|149.0|16.0|1490965735
220|17:20:d5:7d:f7:c3|-71|-44.95|10.945|151.0|16.0|1490968323
221|f1:dd:98:b3:8f:6e|-76|-44.96|10.94|140.0|12.0|1490968090
222|f9:8b:1f:ef:09:2a|-95|-44.97|10.96|144.0|8.0|1490956952
223|02:fd:56:9a:18:89|-90|-44.97|10.94|138.0|16.0|1490957998
224|b4:8d:27:cf:2e:7d|-75|-44.99|11.04|143.0|8.0|1490954866
225|c5:2f:a6:32:78:97|-90|-45.0|11.045|148.0|4.0|1490958296
226|47:ae:91:fa:01:6a|-85|-45.0|11.055|139.0|16.0|1490967986
227|4a:ec:54:cc:b4:b4|-86|-44.99|11.06|133.0|8.0|1490954441
228|d0:84:80:91:83:d6|-88|-44.98|11.04|136.0|6.0|1490956050
229|db:7f:85:af:fb:0d|-90|-44.96|11.06|141.0|6.0|1490960902
230|67:94:2d:2a:ac:44|-86|-44.95|11.055|131.0|6.0|1490960339
231|f9:16:c4:b0:28:df|-82|-44.95|11.045|134.0|8.0|1490959890
232|b2:f4:98:a9:13:fa|-94|-44.96|11.04|130.0|16.0|1490958378
233|eb:a6:00:11:86:2f|-85|-44.97|11.04|137.0|8.0|1490959173
234|99:cf:cc:78:c1:70|-79|-44.99|11.143|141.0|8.0|1490965311
235|05:eb:26:a7:e3:cd|-82|-45.0|11.14|140.0|12.0|1490954196
236|8f:8d:7f:03:de:92|-73|-44.975|11.15|135.0|16.0|1490967776
237|d0:f5:51:4d:08:5e|-88|-44.968|11.155|148.0|8.0|1490967297
238|5f:28:2d:7b:73:51|-90|-44.96|11.16|130.0|6.0|1490968761
239|50:57:7d:04:44:95|-82|-44.95|11.16|145.0|8.0|1490952847
240|1a:62:9b:47:36:74|-91|-44.95|11.15|143.0|8.0|1490955636
241|1b:db:79:f6:97:f4|-95|-44.95|11.14|134.0|4.0|1490960078
242|d8:da:76:0e:84:a3|-88|-44.982|11.145|131.0|12.0|1490966618
243|54:33:c2:d4:2f:dc|-93|-45.0|11.24|135.0|8.0|1490963752
244|07:5e:53:e5:da:8f|-79|-45.0|11.25|145.0|4.0|1490969055
245|01:c8:c8:f8:6c:dc|-92|-44.99|11.255|137.0|4.0|1490957225
246|35:ee:1c:18:54:f9|-70|-44.98|11.26|131.0|6.0|1490952496
247|da:f6:66:4b:50:e0|-85|-44.96|11.24|130.0|12.0|1490952659
248|f5:7d:a8:f3:6f:60|-95|-44.96|11.25|150.0|8.0|1490967189
249|94:ae:e8:29:5c:e7|-78|-44.97|11.255|143.0|12.0|1490957288
250|a8:1f:23:b7:d7:80|-81|-44.997|11.255|146.0|16.0|1490956726
251|f6:03:b8:bc:ea:28|-91|-44.963|11.255|139.0|8.0|1490955150
252|6d:db:2b:b8:bc:f3|-74|-44.977|11.257|150.0|16.0|1490952608
253|5c:ce:36:ff:fb:42|-82|-44.983|11.257|148.0|8.0|1490963272
